Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
8767,76.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25.00,72.00,-,-,"1,007.00",-,76.00,-,30.50,0.70,2021-07-14 10:00:00,+07:00,#NAME?,#NAME?
8688,40.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,22.00,52.00,-,-,"1,007.00",-,40.00,-,33.00,4.60,2021-07-14 10:00:00,+07:00,#NAME?,#NAME?
8641,65.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,23.00,52.00,12.80,3.30,"1,006.00",-,65.00,5.10,34.00,4.60,2021-07-14 10:00:00,+07:00,#NAME?,#NAME?
13012,11.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,21.40,76.70,2.00,9.00,922.50,10.00,11.00,14.00,25.80,1.00,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,3.00,24.00,62.00,-,-,"1,008.00",-,-,-,32.00,2.80,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
13251,61.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm10,7.00,22.00,52.00,23.00,4.00,"1,007.00",61.00,58.00,5.00,33.00,4.60,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,"1,000.00",53.00,67.00,9.00,33.00,3.00,2021-06-28 22:00:00,+07:00,#NAME?,#NAME?
13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,,39.00,26.50,73.60,2.00,3.00,995.00,-,-,53.00,31.80,3.00,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,26.90,77.10,8.00,5.00,994.50,-,-,-,31.40,2.00,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
11778,16.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,1.00,26.60,96.00,7.00,6.00,996.60,16.00,14.00,2.00,27.30,1.00,2021-07-12 05:00:00,+07:00,#NAME?,#NAME?
12958,50.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm10,1.00,22.00,52.00,3.00,14.00,"1,007.00",50.00,33.00,15.00,33.00,4.60,2021-07-14 10:00:00,+07:00,#NAME?,#NAME?
12957,38.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,7.00,22.50,53.50,1.00,-,"1,007.00",30.00,38.00,3.00,33.00,4.30,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,"1,011.00",65.00,91.00,-,27.00,2.80,2021-04-27 15:00:00,+07:00,#NAME?,#NAME?
13018,17.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,2.00,24.50,64.50,6.00,-,"1,007.00",12.00,17.00,-,32.00,4.30,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
13019,24.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,24.50,64.50,20.00,-,"1,007.00",21.00,24.00,-,32.00,4.30,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
13026,42.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,22.50,53.50,8.00,4.00,"1,007.00",41.00,42.00,1.00,33.00,4.30,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
1584,40.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,4.00,23.00,52.00,11.00,18.00,"1,007.00",31.00,40.00,33.00,34.00,3.00,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,1.00,23.00,66.00,1.00,12.00,"1,008.00",-,-,5.00,30.00,3.30,2021-07-14 10:00:00,+07:00,#NAME?,#NAME?
13017,57.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,6.00,22.00,52.00,10.00,-,"1,007.00",44.00,57.00,-,33.00,4.60,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
13020,27.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,1.00,22.00,52.00,5.00,-,"1,007.00",20.00,27.00,-,33.00,4.60,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
13013,54.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,8.00,22.00,52.00,18.00,-,"1,007.00",42.00,54.00,-,33.00,4.60,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
13014,31.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,24.50,64.50,-,-,"1,007.00",24.00,31.00,-,32.00,4.30,2021-07-14 09:00:00,+07:00,#NAME?,#NAME?
13252,85.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,24.50,66.50,1.00,1.00,980.40,85.00,60.00,1.00,31.50,1.00,2021-07-14 11:00:00,+07:00,#NAME?,#NAME?
8767,46.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.50,94.00,-,-,"1,008.00",-,46.00,-,27.50,3.60,2021-07-23 07:00:00,+07:00,#NAME?,#NAME?
8688,38.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,26.00,100.00,-,-,999.00,-,38.00,-,26.00,2.50,2021-07-23 08:00:00,+07:00,#NAME?,#NAME?
8641,53.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,26.00,100.00,6.40,7.40,998.50,-,53.00,4.60,26.00,3.30,2021-07-23 07:00:00,+07:00,#NAME?,#NAME?
13012,10.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,21.50,98.80,2.00,8.00,922.00,10.00,10.00,15.00,21.70,2.00,2021-07-23 01:00:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,9.00,22.00,60.00,-,-,"1,002.00",-,-,-,30.50,4.60,2021-07-23 08:00:00,+07:00,#NAME?,#NAME?
13251,60.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,17.00,27.00,94.00,-,1.00,"1,000.00",56.00,60.00,-,28.00,0.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,"1,000.00",53.00,67.00,9.00,33.00,3.00,2021-06-28 22:00:00,+07:00,#NAME?,#NAME?
13250,22.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,49.00,25.40,92.60,2.00,2.00,988.20,22.00,22.00,53.00,26.70,2.00,2021-07-23 01:00:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,25.40,98.80,17.00,3.00,984.60,-,-,-,25.60,2.00,2021-07-23 08:00:00,+07:00,#NAME?,#NAME?
11778,11.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,1.00,25.40,98.80,11.00,7.00,984.60,11.00,11.00,1.00,25.60,2.00,2021-07-23 07:00:00,+07:00,#NAME?,#NAME?
12958,25.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,1.00,26.00,100.00,4.00,19.00,998.00,15.00,25.00,3.00,26.00,3.60,2021-07-23 07:00:00,+07:00,#NAME?,#NAME?
12957,34.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,5.00,26.00,100.00,5.00,-,998.50,24.00,34.00,3.00,26.00,3.30,2021-07-23 08:00:00,+07:00,#NAME?,#NAME?
13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,"1,011.00",65.00,91.00,-,27.00,2.80,2021-04-27 15:00:00,+07:00,#NAME?,#NAME?
13018,50.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,3.00,27.00,97.00,13.00,-,999.50,42.00,50.00,-,27.50,1.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
13019,41.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,14.00,27.00,97.00,25.00,-,999.50,28.00,41.00,-,27.50,1.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
13026,73.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,9.00,27.00,94.00,15.00,-,"1,000.00",48.00,73.00,-,28.00,0.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
1584,29.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm10,7.00,21.00,55.00,11.00,10.00,"1,001.00",29.00,27.00,32.00,31.00,1.50,2021-07-23 07:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,6.00,22.00,64.00,2.00,1.00,"1,005.00",-,-,6.00,29.50,0.50,2021-07-23 07:00:00,+07:00,#NAME?,#NAME?
13017,102.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,12.00,27.00,97.00,16.00,-,999.50,59.00,102.00,-,27.50,1.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
13020,41.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,27.00,94.00,10.00,-,"1,000.00",28.00,41.00,-,28.00,0.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
13013,91.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,7.00,27.00,94.00,18.00,-,"1,000.00",58.00,91.00,-,28.00,0.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
13014,40.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,11.00,27.00,94.00,-,-,"1,000.00",29.00,40.00,-,28.00,0.50,2021-07-22 20:00:00,+07:00,#NAME?,#NAME?
13252,48.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,25.00,96.50,1.00,1.00,972.30,48.00,43.00,1.00,25.60,1.00,2021-07-23 08:00:00,+07:00,#NAME?,#NAME?
8767,21.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,24.00,83.00,-,-,"1,009.00",-,21.00,-,27.00,5.60,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
8688,52.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,27.00,84.00,-,-,"1,001.00",-,52.00,-,30.00,3.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
8641,95.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,27.00,84.00,7.80,7.80,"1,001.00",-,95.00,4.60,30.00,3.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
13012,5.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,20.40,97.60,2.00,9.00,919.50,5.00,5.00,15.00,20.80,5.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,8.00,22.50,58.50,-,-,"1,001.00",-,-,-,31.50,2.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
13251,74.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,8.00,28.00,91.50,-,1.00,"1,001.00",58.00,74.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,"1,000.00",53.00,67.00,9.00,33.00,3.00,2021-06-28 22:00:00,+07:00,#NAME?,#NAME?
13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,,38.00,23.80,87.70,1.00,3.00,990.30,1.00,22.00,53.00,26.00,3.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,27.30,96.00,13.00,7.00,987.40,-,-,-,28.00,1.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
11778,25.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,1.00,27.30,96.00,17.00,4.00,987.40,25.00,23.00,1.00,28.00,1.00,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
12958,97.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,27.00,84.00,5.00,24.00,"1,001.00",59.00,97.00,3.00,30.00,3.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
12957,103.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,6.00,28.00,91.50,6.00,-,"1,001.00",77.00,103.00,3.00,29.50,2.50,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,"1,011.00",65.00,91.00,-,27.00,2.80,2021-04-27 15:00:00,+07:00,#NAME?,#NAME?
13018,43.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,2.00,28.00,91.50,7.00,-,"1,001.00",37.00,43.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
13019,50.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,4.00,28.00,91.50,17.00,-,"1,001.00",35.00,50.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
13026,56.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm10,3.00,27.00,84.00,7.00,-,"1,001.00",56.00,40.00,-,30.00,3.00,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
1584,42.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm10,2.00,21.00,46.00,11.00,13.00,"1,001.00",42.00,16.00,36.00,34.00,7.20,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,4.00,20.00,46.00,4.00,4.00,"1,006.00",-,-,6.00,33.00,6.10,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
13017,78.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,7.00,28.00,91.50,10.00,-,"1,001.00",69.00,78.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
13020,53.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,3.00,28.00,91.50,13.00,-,"1,001.00",36.00,53.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
13013,83.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,4.00,28.00,91.50,11.00,-,"1,001.00",60.00,83.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
13014,69.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,28.00,91.50,-,-,"1,001.00",44.00,69.00,-,29.50,2.50,2021-07-25 08:00:00,+07:00,#NAME?,#NAME?
13252,90.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,25.10,95.40,1.00,1.00,974.00,76.00,90.00,1.00,25.90,2.00,2021-07-25 09:00:00,+07:00,#NAME?,#NAME?
8767,76.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,26.00,83.00,-,-,"1,004.00",-,76.00,-,29.00,5.60,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
8688,36.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,23.00,47.00,-,-,995.00,-,36.00,-,36.00,2.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
8641,53.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,23.00,47.00,4.60,13.90,995.00,-,53.00,4.60,36.00,2.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
13012,8.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,21.90,77.70,2.00,7.00,918.70,8.00,8.00,14.00,26.10,4.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,3.00,21.00,37.00,-,-,997.00,-,-,-,38.00,7.40,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
13251,37.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm10,2.00,23.00,47.00,-,2.00,995.50,37.00,32.00,-,36.00,2.50,2021-07-28 14:00:00,+07:00,#NAME?,#NAME?
12976,67.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,5.00,22.00,52.00,12.00,8.00,"1,000.00",53.00,67.00,9.00,33.00,3.00,2021-06-28 22:00:00,+07:00,#NAME?,#NAME?
13250,-,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,,43.00,25.80,56.80,1.00,2.00,985.20,1.00,22.00,53.00,35.70,1.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,28.50,81.40,25.00,3.00,984.00,-,-,-,32.10,2.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
11778,31.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,1.00,27.10,67.40,14.00,13.00,982.70,31.00,26.00,1.00,34.00,2.00,2021-07-27 16:00:00,+07:00,#NAME?,#NAME?
12958,68.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,23.00,47.00,4.00,27.00,995.00,49.00,68.00,16.00,36.00,2.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
12957,38.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,5.00,23.00,47.00,1.00,-,995.00,29.00,38.00,3.00,36.00,2.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
13015,91.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,29.00,22.00,74.00,37.00,-,"1,011.00",65.00,91.00,-,27.00,2.80,2021-04-27 15:00:00,+07:00,#NAME?,#NAME?
13018,18.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,1.00,23.00,47.00,5.00,-,995.00,10.00,18.00,-,36.00,2.00,2021-07-28 14:00:00,+07:00,#NAME?,#NAME?
13019,12.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,3.00,23.00,47.00,13.00,-,995.00,9.00,12.00,-,36.00,2.00,2021-07-28 14:00:00,+07:00,#NAME?,#NAME?
13026,46.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,1.00,23.00,47.00,3.00,-,995.50,34.00,46.00,-,36.00,2.50,2021-07-28 14:00:00,+07:00,#NAME?,#NAME?
1584,20.00,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm10,1.00,23.00,42.00,11.00,23.00,998.00,20.00,18.00,34.00,38.00,1.00,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,1.00,21.00,42.50,1.00,4.00,"1,001.00",-,-,5.00,35.50,2.50,2021-07-28 15:00:00,+07:00,#NAME?,#NAME?
13017,43.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,5.00,23.00,47.00,9.00,-,995.00,36.00,43.00,-,36.00,2.00,2021-07-28 14:00:00,+07:00,#NAME?,#NAME?
